"run","channel","resp_rate","resp_r2","resp_bg_rate_run","resp_rate_bg_adj_run","resp_bg_rate_channel","resp_rate_bg_adj_channel","resp_bg_rate_mean","resp_rate_bg_adj_mean"
1,"1",-0.0104050239575419,0.971,-0.0102234223425406,-0.000181601615001243,-0.0343790124916512,0.0239739885341093,-0.0196525144835521,0.0092474905260102
1,"2",-0.00725211630492853,0.95,-0.0102234223425406,0.00297130603761212,-0.0218545284731524,0.0146024121682238,-0.0196525144835521,0.0124003981786236
1,"3",-0.0234077222513501,0.992,-0.0102234223425406,-0.0131842999088095,-0.0210859203235099,-0.00232180192784026,-0.0196525144835521,-0.00375520776779804
1,"4",-0.0205635836254639,0.993,-0.0102234223425406,-0.0103401612829233,-0.0187510637489386,-0.00181251987652539,-0.0196525144835521,-0.000911069141911847
1,"5",-0.013681832140125,0.98,-0.0102234223425406,-0.00345840979758438,-0.0132288872466532,-0.000452944893471833,-0.0196525144835521,0.00597068234342706
1,"7",-0.00219157317636262,0.793,-0.0102234223425406,0.00803184916617803,-0.0159789236214569,0.0137873504450943,-0.0196525144835521,0.0174609413071895
2,"1",-0.00422018081211473,0.865,-0.0116673535891659,0.00744717277705116,-0.0343790124916512,0.0301588316795365,-0.0196525144835521,0.0154323336714374
2,"2",-0.0012088544268068,0.254,-0.0116673535891659,0.0104584991623591,-0.0218545284731524,0.0206456740463456,-0.0196525144835521,0.0184436600567453
2,"3",0.00729929728188954,0.923,-0.0116673535891659,0.0189666508710554,-0.0210859203235099,0.0283852176053994,-0.0196525144835521,0.0269518117654416
2,"4",5.61510867488919e-05,0.00068,-0.0116673535891659,0.0117235046759148,-0.0187510637489386,0.0188072148356874,-0.0196525144835521,0.019708665570301
2,"5",-0.0034390639281611,0.855,-0.0116673535891659,0.00822828966100479,-0.0132288872466532,0.0097898233184921,-0.0196525144835521,0.016213450555391
2,"7",-0.0126516375418433,0.946,-0.0116673535891659,-0.000984283952677377,-0.0159789236214569,0.00332728607961366,-0.0196525144835521,0.00700087694170883
3,"1",-0.0108035381138261,0.944,-0.0215796466879105,0.0107761085740844,-0.0343790124916512,0.0235754743778251,-0.0196525144835521,0.00884897636972599
3,"2",-0.00586315314152611,0.922,-0.0215796466879105,0.0157164935463844,-0.0218545284731524,0.0159913753316263,-0.0196525144835521,0.013789361342026
3,"3",-0.0182896130563695,0.991,-0.0215796466879105,0.00329003363154099,-0.0210859203235099,0.00279630726714035,-0.0196525144835521,0.00136290142718257
3,"4",-0.0165740629151646,0.984,-0.0215796466879105,0.00500558377274591,-0.0187510637489386,0.00217700083377395,-0.0196525144835521,0.00307845156838749
3,"5",-0.0214796593194061,0.994,-0.0215796466879105,9.99873685044138e-05,-0.0132288872466532,-0.0082507720727529,-0.0196525144835521,-0.00182714483585401
3,"7",-0.0108019847020825,0.962,-0.0215796466879105,0.010777661985828,-0.0159789236214569,0.00517693891937441,-0.0196525144835521,0.00885052978146958
4,"1",-0.0172002955160408,0.98,-0.0343790124916512,0.0171787169756104,-0.0343790124916512,0.0171787169756104,-0.0196525144835521,0.00245221896751125
4,"2",-0.0208371752835831,0.987,-0.0343790124916512,0.0135418372080681,-0.0218545284731524,0.00101735318956926,-0.0196525144835521,-0.00118466080003102
4,"3",-0.0251258600885532,0.993,-0.0343790124916512,0.00925315240309806,-0.0210859203235099,-0.00403993976504329,-0.0196525144835521,-0.00547334560500107
4,"4",-0.0264515695420022,0.993,-0.0343790124916512,0.00792744294964899,-0.0187510637489386,-0.00770050579306368,-0.0196525144835521,-0.00679905505845014
4,"5",-0.00862534070374018,0.98,-0.0343790124916512,0.025753671787911,-0.0132288872466532,0.00460354654291301,-0.0196525144835521,0.0110271737798119
4,"7",-0.0101692447610842,0.981,-0.0343790124916512,0.024209767730567,-0.0159789236214569,0.00580967886037269,-0.0196525144835521,0.00948326972246786
5,"1",-0.0179860521481802,0.988,-0.0315544452965463,0.0135683931483661,-0.0343790124916512,0.016392960343471,-0.0196525144835521,0.00166646233537191
5,"2",-0.0206961350792876,0.991,-0.0315544452965463,0.0108583102172586,-0.0218545284731524,0.00115839339386473,-0.0196525144835521,-0.00104362059573554
5,"3",-0.0269138806340478,0.983,-0.0315544452965463,0.0046405646624985,-0.0210859203235099,-0.0058279603105379,-0.0196525144835521,-0.00726136615049568
5,"4",-0.00990137364965838,0.953,-0.0315544452965463,0.0216530716468879,-0.0187510637489386,0.00884969009928017,-0.0196525144835521,0.00975114083389372
5,"5",-0.0499879198829089,0.995,-0.0315544452965463,-0.0184334745863626,-0.0132288872466532,-0.0367590326362557,-0.0196525144835521,-0.0303354053993568
5,"7",-0.0184597192805136,0.905,-0.0315544452965463,0.0130947260160326,-0.0159789236214569,-0.00248079565905671,-0.0196525144835521,0.00119279520303846
6,"1",-0.00621060089518328,0.894,-0.0171772987455727,0.0109666978503894,-0.0343790124916512,0.0281684115964679,-0.0196525144835521,0.0134419135883688
6,"2",-0.014445180009333,0.976,-0.0171772987455727,0.00273211873623967,-0.0218545284731524,0.00740934846381934,-0.0196525144835521,0.00520733447421907
6,"3",-0.000282251518384115,0.0108,-0.0171772987455727,0.0168950472271886,-0.0210859203235099,0.0208036688051258,-0.0196525144835521,0.019370262965168
6,"4",-0.00829302186639959,0.902,-0.0171772987455727,0.00888427687917311,-0.0187510637489386,0.010458041882539,-0.0196525144835521,0.0113594926171525
6,"5",-0.00608943758342052,0.804,-0.0171772987455727,0.0110878611621522,-0.0132288872466532,0.00713944966323268,-0.0196525144835521,0.0135630769001316
6,"7",-0.0019457586440501,0.106,-0.0171772987455727,0.0152315401015226,-0.0159789236214569,0.0140331649774068,-0.0196525144835521,0.017706755839502
7,"1",-0.0111058070792691,0.981,-0.0217344249003732,0.0106286178211041,-0.0343790124916512,0.0232732054123822,-0.0196525144835521,0.00854670740428304
7,"2",-0.0179539382701067,0.989,-0.0217344249003732,0.00378048663026647,-0.0218545284731524,0.00390059020304564,-0.0196525144835521,0.00169857621344536
7,"3",-0.00383226134790142,0.836,-0.0217344249003732,0.0179021635524718,-0.0210859203235099,0.0172536589756085,-0.0196525144835521,0.0158202531356507
7,"4",-0.010024121407082,0.966,-0.0217344249003732,0.0117103034932912,-0.0187510637489386,0.0087269423418565,-0.0196525144835521,0.00962839307647005
7,"5",-0.010327842605217,0.986,-0.0217344249003732,0.0114065822951562,-0.0132288872466532,0.00290104464143618,-0.0196525144835521,0.00932467187833508
7,"7",-0.0207662274762891,0.997,-0.0217344249003732,0.000968197424084136,-0.0159789236214569,-0.00478730385483214,-0.0196525144835521,-0.00111371299273697
8,"1",-0.00850598856043257,0.975,-0.0092804757477337,0.000774487187301125,-0.0343790124916512,0.0258730239312187,-0.0196525144835521,0.0111465259231195
8,"2",-0.0179857945056487,0.98,-0.0092804757477337,-0.00870531875791496,-0.0218545284731524,0.00386873396750372,-0.0196525144835521,0.00166671997790344
8,"3",-0.0141571605968069,0.986,-0.0092804757477337,-0.00487668484907318,-0.0210859203235099,0.006928759726703,-0.0196525144835521,0.00549535388674522
8,"4",-0.0147705734754199,0.99,-0.0092804757477337,-0.00549009772768616,-0.0187510637489386,0.0039804902735187,-0.0196525144835521,0.00488194100813224
8,"5",-0.00795737691559307,0.975,-0.0092804757477337,0.00132309883214063,-0.0132288872466532,0.00527151033106013,-0.0196525144835521,0.011695137567959
8,"7",-0.0183606395603753,0.99,-0.0092804757477337,-0.00908016381264162,-0.0159789236214569,-0.00238171593891839,-0.0196525144835521,0.00129187492317678
9,"1",-0.0142046235455449,0.982,-0.0159224808099666,0.00171785726442174,-0.0343790124916512,0.0201743889461064,-0.0196525144835521,0.00544789093800725
9,"2",-0.0173600903209164,0.991,-0.0159224808099666,-0.00143760951094981,-0.0218545284731524,0.00449443815223598,-0.0196525144835521,0.0022924241626357
9,"3",-0.0144593607595941,0.983,-0.0159224808099666,0.00146312005037247,-0.0210859203235099,0.00662655956391576,-0.0196525144835521,0.00519315372395798
9,"4",-0.0150202123418074,0.983,-0.0159224808099666,0.000902268468159188,-0.0187510637489386,0.00373085140713115,-0.0196525144835521,0.0046323021417447
9,"5",-0.00904092947229496,0.902,-0.0159224808099666,0.00688155133767162,-0.0132288872466532,0.00418795777435823,-0.0196525144835521,0.0106115850112571
9,"7",-0.00548057988752477,0.871,-0.0159224808099666,0.0104419009224418,-0.0159789236214569,0.0104983437339322,-0.0196525144835521,0.0141719345960273
10,"1",-0.00218513689920647,0.646,-0.0106173953504735,0.008432258451267,-0.0343790124916512,0.0321938755924447,-0.0196525144835521,0.0174673775843456
10,"2",-0.00330174155066417,0.596,-0.0106173953504735,0.0073156537998093,-0.0218545284731524,0.0185527869224882,-0.0196525144835521,0.0163507729328879
10,"3",-0.0184348503118845,0.989,-0.0106173953504735,-0.007817454961411,-0.0210859203235099,0.00265107001162541,-0.0196525144835521,0.00121766417166763
10,"4",-0.000568960225903017,0.0186,-0.0106173953504735,0.0100484351245705,-0.0187510637489386,0.0181821035230355,-0.0196525144835521,0.0190835542576491
10,"5",0.00261368155007126,0.717,-0.0106173953504735,0.0132310769005447,-0.0132288872466532,0.0158425687967245,-0.0196525144835521,0.0222661960336234
10,"7",-0.00487835866484107,0.683,-0.0106173953504735,0.0057390366856324,-0.0159789236214569,0.0111005649566159,-0.0196525144835521,0.014774155818711
11,"1",-0.0234632498626425,0.994,-0.0320417033571389,0.00857845349449636,-0.0343790124916512,0.0109157626290087,-0.0196525144835521,-0.0038107353790904
11,"2",-0.0376383805247969,0.987,-0.0320417033571389,-0.00559667716765808,-0.0218545284731524,-0.0157838520516446,-0.0196525144835521,-0.0179858660412448
11,"3",-0.0424705376960866,0.985,-0.0320417033571389,-0.0104288343389477,-0.0210859203235099,-0.0213846173725767,-0.0196525144835521,-0.0228180232125345
11,"4",0.00442965815078836,0.599,-0.0320417033571389,0.0364713615079272,-0.0187510637489386,0.0231807218997269,-0.0196525144835521,0.0240821726343405
11,"5",-0.0337613123892716,0.991,-0.0320417033571389,-0.00171960903213272,-0.0132288872466532,-0.0205324251426184,-0.0196525144835521,-0.0141087979057195
11,"7",-0.0298094320637094,0.987,-0.0320417033571389,0.00223227129342948,-0.0159789236214569,-0.0138305084422525,-0.0196525144835521,-0.0101569175801573
